exp
24,"[3, -4]"
25,"[4, 2]"
26,"[-5, 2]"
27,"[-5, 0]"
28,"[1, -4]"
29,"[0, 3]"
30,"[-4, -1]"
31,"[0, -1]"
32,"[-1, -4]"
33,"[2, 3]"
34,"[-1, -4]"
35,"[-4, 1]"
36,"[-3, -5]"
37,"[-5, -2]"
38,"[1, 4]"
39,"[0, 3]"
40,"[0, 2]"
41,"[-5, -4]"
42,"[-5, -1]"
43,"[-5, 2]"
44,"[3, 4]"
45,"[-2, 3]"
46,"[-3, -4]"
47,"[0, -5]"
48,"[-2, -5]"
49,"[-3, 4]"
50,"[2, 3]"
51,"[1, 0]"
52,"[2, -4]"
53,"[4, -1]"
54,"[1, 4]"
55,"[0, -5]"
56,"[-3, -1]"
57,"[-4, 3]"
58,"[2, 0]"
59,"[-1, 0]"
60,"[4, -5]"
61,"[-1, 3]"
62,"[-5, -1]"
63,"[2, 1]"
64,"[-4, -1]"
65,"[0, 4]"
66,"[4, -4]"
67,"[-4, 2]"
68,"[0, -3]"
69,"[1, 0]"
70,"[-4, -3]"
71,"[2, -1]"
72,"[-4, 1]"
73,"[0, -5]"
74,"[3, 2]"
75,"[1, 2]"
76,"[1, 2]"
77,"[-1, 1]"
78,"[-3, 4]"
79,"[3, 4]"
80,"[-1, 3]"
81,"[3, -5]"
82,"[1, -4]"
83,"[-1, -4]"
84,"[4, -3]"
85,"[1, -2]"
86,"[2, 0]"
87,"[-1, 0]"
88,"[2, 1]"
89,"[-2, -4]"
90,"[4, 2]"
91,"[2, 1]"
92,"[-4, 1]"
93,"[-3, 3]"
94,"[2, 1]"
95,"[3, -3]"
96,"[-1, -4]"
97,"[4, -4]"
98,"[-4, 3]"
99,"[-3, -1]"
100,"[1, -2]"
101,"[-3, -1]"
102,"[0, 4]"
103,"[2, 1]"
104,"[2, 4]"
105,"[0, 3]"
106,"[1, -2]"
107,"[4, -2]"
108,"[4, -1]"
109,"[4, -1]"
110,"[1, -2]"
111,"[-1, 0]"
112,"[-2, 2]"
113,"[2, 4]"
114,"[-2, -3]"
115,"[-4, 4]"
116,"[2, -2]"
117,"[1, 0]"
118,"[-3, 1]"
119,"[-4, 3]"
120,"[2, -2]"
121,"[1, -4]"
122,"[1, -5]"
123,"[-3, 2]"
124,"[2, -2]"
125,"[3, -3]"
126,"[-5, -2]"
127,"[-2, 4]"
128,"[3, -3]"
129,"[-1, 1]"
130,"[-1, -3]"
131,"[1, 0]"
132,"[-2, -5]"
133,"[-2, 4]"
134,"[-5, 0]"
135,"[3, -2]"
136,"[0, 2]"
137,"[3, -1]"
138,"[2, 4]"
139,"[0, 3]"
140,"[3, 4]"
141,"[1, -4]"
142,"[1, -1]"
143,"[-2, 3]"
144,"[4, 1]"
145,"[-3, 1]"
146,"[0, 3]"
147,"[2, -4]"
148,"[-5, -4]"
149,"[0, -5]"
150,"[4, -5]"
151,"[-3, 2]"
152,"[4, -2]"
153,"[-1, -5]"
154,"[3, -2]"
155,"[4, -5]"
156,"[1, 2]"
157,"[-1, 1]"
158,"[-1, -5]"
159,"[-1, -2]"
160,"[3, -2]"
161,"[1, 2]"
162,"[-2, -3]"
163,"[0, -2]"
164,"[-5, -2]"
165,"[-4, 1]"
166,"[-5, -3]"
167,"[3, -4]"
168,"[2, -4]"
169,"[4, -1]"
170,"[-4, -2]"
171,"[4, 1]"
172,"[-2, 3]"
173,"[0, -4]"
174,"[-1, -3]"
175,"[-1, 1]"
176,"[-3, 1]"
177,"[0, 1]"
178,"[3, 0]"
179,"[-1, 2]"
180,"[2, -2]"
181,"[0, 4]"
182,"[2, 4]"
183,"[2, 4]"
184,"[0, 2]"
185,"[2, -5]"
186,"[0, -2]"
187,"[-1, 4]"
188,"[3, 1]"
189,"[-5, 0]"
190,"[4, 1]"
191,"[3, 2]"
192,"[2, -3]"
193,"[-5, -4]"
194,"[0, -1]"
195,"[-1, -2]"
196,"[-1, 2]"
197,"[4, 0]"
198,"[-2, 1]"
199,"[3, -2]"
0,"[5, 6]"
1,"[7, 9]"
2,"[5, 6]"
3,"[5, 7]"
4,"[6, 5]"
5,"[5, 6]"
6,"[7, 5]"
7,"[9, 7]"
8,"[9, 8]"
9,"[5, 9]"
10,"[5, 9]"
11,"[8, 9]"
12,"[7, 9]"
13,"[8, 7]"
14,"[9, 7]"
15,"[9, 8]"
16,"[9, 5]"
17,"[8, 5]"
18,"[9, 8]"
19,"[5, 8]"
20,"[6, 7]"
21,"[7, 9]"
22,"[7, 5]"
23,"[5, 7]"
24,"[7, 8]"
25,"[5, 7]"
26,"[9, 7]"
27,"[9, 7]"
28,"[6, 8]"
29,"[5, 6]"
30,"[6, 5]"
31,"[6, 9]"
32,"[6, 5]"
33,"[5, 9]"
34,"[9, 5]"
35,"[7, 5]"
36,"[7, 5]"
37,"[6, 7]"
38,"[6, 7]"
39,"[9, 5]"
40,"[6, 8]"
41,"[9, 5]"
42,"[9, 6]"
43,"[8, 5]"
44,"[8, 5]"
45,"[8, 5]"
46,"[8, 5]"
47,"[5, 8]"
48,"[8, 6]"
49,"[6, 7]"
50,"[6, 7]"
51,"[5, 9]"
52,"[6, 9]"
53,"[9, 8]"
54,"[6, 9]"
55,"[5, 8]"
56,"[5, 9]"
57,"[5, 8]"
58,"[8, 6]"
59,"[7, 6]"
60,"[8, 9]"
61,"[7, 5]"
62,"[7, 6]"
63,"[8, 6]"
64,"[6, 5]"
65,"[7, 9]"
66,"[6, 5]"
67,"[8, 5]"
68,"[7, 9]"
69,"[8, 6]"
70,"[7, 6]"
71,"[5, 9]"
72,"[6, 7]"
73,"[9, 6]"
74,"[6, 5]"
75,"[9, 8]"
76,"[9, 6]"
77,"[9, 7]"
78,"[5, 9]"
79,"[7, 8]"
80,"[7, 8]"
81,"[6, 9]"
82,"[9, 5]"
83,"[9, 7]"
84,"[8, 9]"
85,"[5, 7]"
86,"[9, 8]"
87,"[5, 6]"
88,"[8, 6]"
89,"[9, 6]"
90,"[6, 5]"
91,"[8, 9]"
92,"[5, 8]"
93,"[9, 5]"
94,"[9, 8]"
95,"[6, 5]"
96,"[8, 5]"
97,"[8, 7]"
98,"[8, 5]"
99,"[8, 7]"
100,"[7, 8]"
101,"[9, 8]"
102,"[7, 5]"
103,"[7, 6]"
104,"[8, 7]"
105,"[9, 5]"
106,"[7, 5]"
107,"[9, 5]"
108,"[5, 8]"
109,"[6, 9]"
110,"[5, 6]"
111,"[7, 6]"
112,"[7, 6]"
113,"[8, 5]"
114,"[8, 7]"
115,"[7, 6]"
116,"[6, 8]"
117,"[7, 6]"
118,"[9, 5]"
119,"[5, 8]"
120,"[9, 6]"
121,"[5, 8]"
122,"[7, 5]"
123,"[5, 7]"
124,"[6, 5]"
125,"[9, 5]"
126,"[9, 7]"
127,"[5, 6]"
128,"[8, 7]"
129,"[9, 7]"
130,"[6, 7]"
131,"[8, 7]"
132,"[8, 7]"
133,"[5, 8]"
134,"[7, 6]"
135,"[9, 7]"
136,"[7, 9]"
137,"[9, 8]"
138,"[8, 6]"
139,"[7, 6]"
140,"[9, 7]"
141,"[5, 6]"
142,"[8, 5]"
143,"[5, 6]"
144,"[9, 8]"
145,"[5, 7]"
146,"[8, 5]"
147,"[9, 6]"
148,"[9, 8]"
149,"[6, 8]"
150,"[8, 5]"
151,"[7, 8]"
152,"[5, 9]"
153,"[7, 5]"
154,"[7, 8]"
155,"[8, 9]"
156,"[6, 7]"
157,"[7, 8]"
158,"[6, 9]"
159,"[9, 8]"
160,"[5, 6]"
161,"[8, 6]"
162,"[6, 8]"
163,"[9, 7]"
164,"[6, 8]"
165,"[8, 6]"
166,"[7, 9]"
167,"[7, 5]"
168,"[5, 6]"
169,"[5, 8]"
170,"[8, 6]"
171,"[8, 9]"
172,"[7, 6]"
173,"[8, 6]"
174,"[6, 8]"
175,"[5, 9]"
176,"[7, 8]"
177,"[7, 6]"
178,"[6, 9]"
179,"[9, 5]"
180,"[8, 9]"
181,"[7, 6]"
182,"[9, 5]"
183,"[6, 5]"
184,"[5, 8]"
185,"[6, 5]"
186,"[5, 6]"
187,"[9, 8]"
188,"[8, 6]"
189,"[8, 6]"
190,"[8, 5]"
191,"[5, 6]"
192,"[5, 6]"
193,"[7, 6]"
194,"[9, 6]"
195,"[6, 5]"
196,"[5, 6]"
197,"[7, 8]"
198,"[7, 9]"
199,"[7, 6]"
